cohorts_month,life_month,active_players,paying_players,active_subscribers,total_sub_revenue,total_purchase_revenue,total_items_bought,cohort_size,retention_rate
2019-08-01,22.0,30,20,8,2200.0,19479.89,78.0,306,0.09803921568627451
2019-08-01,23.0,32,16,10,2900.0,10802.65,48.0,306,0.10457516339869281
2019-08-01,24.0,32,15,8,2200.0,15196.3,62.0,306,0.10457516339869281
2019-08-01,25.0,34,15,7,2000.0,9508.33,36.0,306,0.1111111111111111
2019-08-01,26.0,31,15,7,2000.0,13227.06,53.0,306,0.10130718954248366
2019-08-01,27.0,33,11,6,2000.0,10309.21,42.0,306,0.10784313725490197
2019-08-01,28.0,36,17,7,2200.0,10478.35,54.0,306,0.11764705882352941
2019-08-01,29.0,27,15,9,2100.0,13210.189999999999,42.0,306,0.08823529411764706
2019-08-01,30.0,31,18,9,2100.0,15508.78,61.0,306,0.10130718954248366
2019-08-01,31.0,34,22,9,2100.0,13356.49,51.0,306,0.1111111111111111
2019-08-01,32.0,37,19,8,1900.0,11092.6,44.0,306,0.12091503267973856
2019-08-01,33.0,42,17,4,800.0,15054.18,46.0,306,0.13725490196078433
2019-08-01,34.0,42,20,5,1000.0,10819.41,46.0,306,0.13725490196078433
2019-08-01,35.0,38,9,6,1500.0,4359.0,19.0,306,0.12418300653594772
2019-08-01,36.0,30,14,7,1700.0,14907.130000000001,62.0,306,0.09803921568627451
2019-08-01,37.0,29,14,6,1500.0,9104.0,29.0,306,0.09477124183006536
2019-08-01,38.0,31,19,5,1300.0,9726.44,42.0,306,0.10130718954248366
2019-08-01,39.0,36,16,6,1500.0,12239.07,46.0,306,0.11764705882352941
2019-08-01,40.0,39,20,5,1600.0,10474.3,48.0,306,0.12745098039215685
2019-08-01,41.0,34,14,5,1900.0,11295.51,52.0,306,0.1111111111111111
2019-09-01,0.0,106,35,4,1400.0,21665.43,97.0,106,1.0
2019-09-01,1.0,85,33,4,1400.0,23090.8,84.0,106,0.8018867924528302
2019-09-01,2.0,60,24,6,2400.0,22707.93,81.0,106,0.5660377358490566
2019-09-01,3.0,45,20,8,3100.0,12873.49,56.0,106,0.42452830188679247
2019-09-01,4.0,37,19,7,2900.0,16358.97,63.0,106,0.3490566037735849
2019-09-01,5.0,32,19,8,3400.0,15224.12,68.0,106,0.3018867924528302
2019-09-01,6.0,26,14,7,2900.0,10272.3,45.0,106,0.24528301886792453
2019-09-01,7.0,26,8,5,2200.0,10913.39,41.0,106,0.24528301886792453
2019-09-01,8.0,21,10,4,1700.0,7953.4400000000005,24.0,106,0.19811320754716982
2019-09-01,9.0,19,10,4,1400.0,10082.42,42.0,106,0.1792452830188679
2019-09-01,10.0,14,9,4,1400.0,5904.16,23.0,106,0.1320754716981132
2019-09-01,11.0,14,7,4,1400.0,2675.75,11.0,106,0.1320754716981132
2019-09-01,12.0,14,4,4,1400.0,2950.74,12.0,106,0.1320754716981132
2019-09-01,13.0,10,7,4,1400.0,4440.73,16.0,106,0.09433962264150944
2019-09-01,14.0,12,8,4,1400.0,2228.0,8.0,106,0.11320754716981132
2019-09-01,15.0,10,4,2,1000.0,4385.9,17.0,106,0.09433962264150944
2019-09-01,16.0,10,5,1,500.0,3128.0,9.0,106,0.09433962264150944
2019-09-01,17.0,10,4,2,1000.0,3983.2,15.0,106,0.09433962264150944
2019-09-01,18.0,11,6,2,1000.0,3929.1,18.0,106,0.10377358490566038
2019-09-01,19.0,11,5,2,700.0,5736.1,21.0,106,0.10377358490566038
2019-09-01,20.0,11,4,2,700.0,873.0,4.0,106,0.10377358490566038
2019-09-01,21.0,12,4,0,0.0,3406.0,10.0,106,0.11320754716981132
2019-09-01,22.0,9,3,1,200.0,2223.16,9.0,106,0.08490566037735849
2019-09-01,23.0,11,3,1,200.0,538.0,4.0,106,0.10377358490566038
2019-09-01,24.0,11,5,1,200.0,3460.55,16.0,106,0.10377358490566038
2019-09-01,25.0,9,3,2,400.0,6080.11,14.0,106,0.08490566037735849
2019-09-01,26.0,9,4,2,400.0,564.0,3.0,106,0.08490566037735849
2019-09-01,27.0,7,6,1,200.0,3121.0,12.0,106,0.0660377358490566
2019-09-01,28.0,11,4,0,0.0,1879.0,9.0,106,0.10377358490566038
2019-09-01,29.0,10,3,0,0.0,1052.0,3.0,106,0.09433962264150944
2019-09-01,30.0,14,3,0,0.0,1034.0,7.0,106,0.1320754716981132
2019-09-01,31.0,13,6,0,0.0,3420.0,15.0,106,0.12264150943396226
2019-09-01,32.0,11,7,1,200.0,4720.63,20.0,106,0.10377358490566038
2019-09-01,33.0,9,3,1,200.0,970.0,5.0,106,0.08490566037735849
2019-09-01,34.0,12,3,1,200.0,3619.5699999999997,14.0,106,0.11320754716981132
2019-09-01,35.0,10,4,2,400.0,2235.9700000000003,12.0,106,0.09433962264150944
2019-09-01,36.0,5,4,1,200.0,1719.0,7.0,106,0.04716981132075472
2019-09-01,37.0,8,4,1,200.0,1328.0,5.0,106,0.07547169811320754
2019-09-01,38.0,9,6,2,400.0,5712.889999999999,25.0,106,0.08490566037735849
2019-09-01,39.0,11,5,1,200.0,5045.7,16.0,106,0.10377358490566038
2019-09-01,40.0,10,3,1,200.0,3048.1099999999997,13.0,106,0.09433962264150944
2019-10-01,0.0,180,53,6,1800.0,46847.92,187.0,180,1.0
2019-10-01,1.0,133,45,10,3200.0,32337.72,140.0,180,0.7388888888888889
2019-10-01,2.0,97,46,15,4200.0,42644.13,174.0,180,0.5388888888888889
2019-10-01,3.0,82,33,14,4000.0,19640.81,70.0,180,0.45555555555555555
2019-10-01,4.0,66,27,10,3200.0,10813.54,48.0,180,0.36666666666666664
2019-10-01,5.0,55,21,11,3400.0,14084.08,62.0,180,0.3055555555555556
2019-10-01,6.0,45,18,10,2900.0,16759.59,79.0,180,0.25
2019-10-01,7.0,39,20,12,3600.0,11735.47,53.0,180,0.21666666666666667
2019-10-01,8.0,30,19,12,3600.0,12853.74,48.0,180,0.16666666666666666
2019-10-01,9.0,28,15,6,1500.0,15462.48,61.0,180,0.15555555555555556
2019-10-01,10.0,29,13,8,2200.0,11199.14,46.0,180,0.16111111111111112
2019-10-01,11.0,26,13,7,2000.0,10281.29,42.0,180,0.14444444444444443
2019-10-01,12.0,21,12,7,2000.0,5149.66,21.0,180,0.11666666666666667
2019-10-01,13.0,19,14,6,1500.0,10150.2,34.0,180,0.10555555555555556
2019-10-01,14.0,17,8,4,1100.0,8418.05,33.0,180,0.09444444444444444
2019-10-01,15.0,17,9,4,1100.0,5747.42,22.0,180,0.09444444444444444
2019-10-01,16.0,18,9,5,1300.0,8236.56,32.0,180,0.1
2019-10-01,17.0,16,5,2,400.0,2868.08,13.0,180,0.08888888888888889
2019-10-01,18.0,14,7,1,700.0,3421.4,20.0,180,0.07777777777777778
2019-10-01,19.0,11,3,2,1200.0,1928.2,8.0,180,0.06111111111111111
2019-10-01,20.0,9,5,3,1400.0,4545.63,16.0,180,0.05
2019-10-01,21.0,12,7,5,2100.0,10763.64,47.0,180,0.06666666666666667
2019-10-01,22.0,14,8,5,1600.0,4243.780000000001,16.0,180,0.07777777777777778
2019-10-01,23.0,13,8,4,1400.0,2442.0,9.0,180,0.07222222222222222
2019-10-01,24.0,18,8,4,1400.0,2103.2799999999997,13.0,180,0.1
2019-10-01,25.0,17,13,4,1400.0,10086.3,34.0,180,0.09444444444444444
2019-10-01,26.0,20,9,3,1200.0,8498.09,28.0,180,0.1111111111111111
2019-10-01,27.0,22,9,4,1700.0,5258.8,22.0,180,0.12222222222222222
2019-10-01,28.0,24,14,3,1200.0,11106.0,32.0,180,0.13333333333333333
2019-10-01,29.0,19,9,3,900.0,7625.88,23.0,180,0.10555555555555556
2019-10-01,30.0,20,12,5,1600.0,11611.28,40.0,180,0.1111111111111111
2019-10-01,31.0,19,11,6,2100.0,9649.3,39.0,180,0.10555555555555556
2019-10-01,32.0,20,13,5,1600.0,15336.439999999999,51.0,180,0.1111111111111111
2019-10-01,33.0,22,9,4,1400.0,2239.81,10.0,180,0.12222222222222222
2019-10-01,34.0,22,9,3,1100.0,6403.14,22.0,180,0.12222222222222222
2019-10-01,35.0,23,13,4,800.0,9902.98,40.0,180,0.12777777777777777
2019-10-01,36.0,23,8,4,1300.0,8071.29,33.0,180,0.12777777777777777
2019-10-01,37.0,24,9,5,1800.0,10087.09,44.0,180,0.13333333333333333
2019-10-01,38.0,23,12,6,1800.0,7479.07,34.0,180,0.12777777777777777
2019-10-01,39.0,22,10,5,1600.0,9075.3,32.0,180,0.12222222222222222
2019-11-01,0.0,142,51,3,600.0,39392.64,142.0,142,1.0
2019-11-01,1.0,106,35,7,1700.0,28028.52,127.0,142,0.7464788732394366
2019-11-01,2.0,86,35,12,3300.0,30014.32,123.0,142,0.6056338028169014
2019-11-01,3.0,75,38,14,3700.0,33774.95,122.0,142,0.528169014084507
2019-11-01,4.0,59,31,15,4700.0,27691.52,126.0,142,0.4154929577464789
2019-11-01,5.0,47,29,15,4200.0,14815.76,54.0,142,0.33098591549295775
2019-11-01,6.0,41,20,11,2800.0,12404.53,47.0,142,0.2887323943661972
2019-11-01,7.0,30,20,9,2400.0,6433.33,33.0,142,0.2112676056338028
2019-11-01,8.0,29,11,6,1800.0,3049.0,14.0,142,0.20422535211267606
2019-11-01,9.0,21,12,5,1600.0,7380.82,25.0,142,0.14788732394366197
2019-11-01,10.0,20,13,5,1600.0,7962.0,21.0,142,0.14084507042253522
2019-11-01,11.0,20,11,6,1800.0,9466.67,38.0,142,0.14084507042253522
2019-11-01,12.0,15,8,6,1800.0,4648.3,21.0,142,0.1056338028169014
2019-11-01,13.0,15,7,5,1600.0,1848.01,10.0,142,0.1056338028169014
2019-11-01,14.0,18,10,5,1300.0,10614.76,37.0,142,0.1267605633802817
2019-11-01,15.0,13,6,3,600.0,6309.73,25.0,142,0.09154929577464789
2019-11-01,16.0,11,6,2,700.0,5502.639999999999,27.0,142,0.07746478873239436
2019-11-01,17.0,14,7,3,900.0,9342.78,34.0,142,0.09859154929577464
2019-11-01,18.0,15,7,4,1100.0,3253.5,14.0,142,0.1056338028169014
2019-11-01,19.0,13,9,5,1300.0,9381.99,39.0,142,0.09154929577464789
2019-11-01,20.0,16,7,4,1100.0,5863.09,22.0,142,0.11267605633802817
2019-11-01,21.0,16,13,6,2100.0,8308.4,41.0,142,0.11267605633802817
2019-11-01,22.0,18,13,8,3600.0,11939.06,52.0,142,0.1267605633802817
2019-11-01,23.0,21,14,10,3500.0,14201.17,61.0,142,0.14788732394366197
2019-11-01,24.0,20,14,7,2600.0,13289.47,59.0,142,0.14084507042253522
2019-11-01,25.0,20,12,7,2600.0,8954.1,34.0,142,0.14084507042253522
2019-11-01,26.0,21,13,6,2100.0,7075.3,32.0,142,0.14788732394366197
2019-11-01,27.0,17,6,4,1400.0,4632.030000000001,17.0,142,0.11971830985915492
2019-11-01,28.0,17,14,6,1800.0,13103.39,45.0,142,0.11971830985915492
2019-11-01,29.0,15,9,5,1300.0,3798.45,15.0,142,0.1056338028169014
2019-11-01,30.0,13,7,3,900.0,4999.18,20.0,142,0.09154929577464789
2019-11-01,31.0,13,8,3,900.0,2679.0,13.0,142,0.09154929577464789
2019-11-01,32.0,17,6,3,900.0,3100.44,11.0,142,0.11971830985915492
2019-11-01,33.0,16,7,4,1900.0,9696.17,38.0,142,0.11267605633802817
2019-11-01,34.0,16,9,5,2400.0,8574.529999999999,42.0,142,0.11267605633802817
2019-11-01,35.0,19,10,5,2400.0,7279.0,27.0,142,0.13380281690140844
2019-11-01,36.0,20,8,4,2200.0,3918.2,16.0,142,0.14084507042253522
2019-11-01,37.0,23,9,4,2000.0,6535.400000000001,36.0,142,0.1619718309859155
2019-11-01,38.0,20,7,4,2000.0,8672.5,28.0,142,0.14084507042253522
2019-12-01,0.0,604,193,36,12300.0,163479.19,620.0,604,1.0
2019-12-01,1.0,475,195,56,18800.0,174552.13,704.0,604,0.7864238410596026
2019-12-01,2.0,364,158,56,18400.0,141602.49,530.0,604,0.6026490066225165
2019-12-01,3.0,294,154,71,22600.0,124556.39,506.0,604,0.4867549668874172
2019-12-01,4.0,245,118,69,22300.0,112627.29,425.0,604,0.4056291390728477
2019-12-01,5.0,197,102,60,19700.0,79215.47,331.0,604,0.326158940397351
2019-12-01,6.0,173,107,58,19100.0,77105.62,306.0,604,0.28642384105960267
2019-12-01,7.0,140,81,47,15500.0,49896.76,202.0,604,0.23178807947019867
2019-12-01,8.0,120,76,43,12800.0,65693.1,243.0,604,0.1986754966887417
2019-12-01,9.0,111,77,43,12800.0,57270.090000000004,210.0,604,0.1837748344370861
2019-12-01,10.0,98,62,40,11300.0,38438.45,174.0,604,0.16225165562913907
2019-12-01,11.0,86,58,37,11000.0,34595.98,155.0,604,0.1423841059602649
2019-12-01,12.0,84,60,36,11600.0,46204.46,195.0,604,0.1390728476821192
2019-12-01,13.0,74,47,30,9300.0,29771.71,129.0,604,0.12251655629139073
2019-12-01,14.0,69,43,26,7800.0,35779.17,126.0,604,0.11423841059602649
2019-12-01,15.0,77,41,21,5700.0,30165.34,108.0,604,0.12748344370860928
2019-12-01,16.0,73,46,21,6300.0,26444.43,112.0,604,0.12086092715231789
2019-12-01,17.0,71,41,20,6100.0,26943.47,103.0,604,0.11754966887417219
2019-12-01,18.0,71,44,19,5300.0,21678.17,81.0,604,0.11754966887417219
2019-12-01,19.0,75,37,17,4600.0,29140.91,110.0,604,0.12417218543046357
2019-12-01,20.0,73,41,19,5300.0,28220.75,118.0,604,0.12086092715231789
2019-12-01,21.0,73,41,19,5000.0,38230.6,140.0,604,0.12086092715231789
2019-12-01,22.0,68,42,23,6400.0,37498.46,149.0,604,0.11258278145695365
2019-12-01,23.0,62,36,20,6200.0,36920.11,152.0,604,0.10264900662251655
2019-12-01,24.0,67,46,19,5800.0,32153.79,121.0,604,0.11092715231788079
2019-12-01,25.0,72,35,19,5800.0,20825.25,81.0,604,0.11920529801324503
2019-12-01,26.0,77,41,18,5900.0,23438.75,93.0,604,0.12748344370860928
2019-12-01,27.0,70,46,18,6000.0,37878.42,143.0,604,0.11589403973509933
2019-12-01,28.0,74,38,22,7400.0,39390.36,158.0,604,0.12251655629139073
2019-12-01,29.0,72,42,21,7100.0,32892.59,133.0,604,0.11920529801324503
2019-12-01,30.0,69,37,17,5600.0,25929.11,120.0,604,0.11423841059602649
2019-12-01,31.0,76,31,17,4900.0,25205.82,93.0,604,0.12582781456953643
2019-12-01,32.0,79,41,16,4700.0,33302.01,133.0,604,0.13079470198675497
2019-12-01,33.0,83,40,18,6000.0,23594.37,91.0,604,0.13741721854304637
2019-12-01,34.0,90,46,19,6200.0,32136.010000000002,132.0,604,0.1490066225165563
2019-12-01,35.0,93,39,15,4500.0,39343.09,146.0,604,0.15397350993377484
2019-12-01,36.0,87,37,17,5200.0,38341.7,156.0,604,0.14403973509933773
2019-12-01,37.0,84,32,15,4500.0,24364.85,91.0,604,0.1390728476821192
2020-01-01,0.0,198,61,6,2100.0,40744.29,176.0,198,1.0
2020-01-01,1.0,145,58,14,5200.0,46912.86,209.0,198,0.7323232323232324
2020-01-01,2.0,120,46,18,5700.0,47722.94,178.0,198,0.6060606060606061
2020-01-01,3.0,89,45,20,5800.0,38321.83,157.0,198,0.4494949494949495
2020-01-01,4.0,70,32,15,4500.0,19546.81,73.0,198,0.35353535353535354
2020-01-01,5.0,60,30,14,4000.0,27590.149999999998,107.0,198,0.30303030303030304
2020-01-01,6.0,53,28,16,4700.0,26638.85,112.0,198,0.2676767676767677
2020-01-01,7.0,43,26,15,4200.0,12251.52,50.0,198,0.21717171717171718
2020-01-01,8.0,38,24,16,3800.0,21311.9,71.0,198,0.1919191919191919
2020-01-01,9.0,26,20,14,3400.0,7467.849999999999,33.0,198,0.13131313131313133
2020-01-01,10.0,29,24,13,3500.0,14494.91,51.0,198,0.14646464646464646
2020-01-01,11.0,29,19,12,3300.0,8626.61,35.0,198,0.14646464646464646
2020-01-01,12.0,25,13,6,1500.0,3956.4,16.0,198,0.12626262626262627
2020-01-01,13.0,22,11,6,1500.0,5871.0,17.0,198,0.1111111111111111
2020-01-01,14.0,16,9,6,1500.0,4874.65,18.0,198,0.08080808080808081
2020-01-01,15.0,21,11,5,1300.0,6777.05,29.0,198,0.10606060606060606
2020-01-01,16.0,18,8,4,1100.0,4488.9400000000005,17.0,198,0.09090909090909091
2020-01-01,17.0,21,10,3,600.0,5609.14,25.0,198,0.10606060606060606
2020-01-01,18.0,22,9,3,600.0,2331.0,12.0,198,0.1111111111111111
2020-01-01,19.0,18,7,2,400.0,3064.0,13.0,198,0.09090909090909091
2020-01-01,20.0,20,9,4,800.0,8664.65,34.0,198,0.10101010101010101
2020-01-01,21.0,28,18,5,1000.0,14944.74,55.0,198,0.1414141414141414
2020-01-01,22.0,30,14,6,1500.0,12627.19,42.0,198,0.15151515151515152
2020-01-01,23.0,31,16,7,2000.0,10977.81,47.0,198,0.15656565656565657
2020-01-01,24.0,29,13,7,2300.0,7734.2,29.0,198,0.14646464646464646
2020-01-01,25.0,29,14,7,2300.0,7056.2300000000005,27.0,198,0.14646464646464646
2020-01-01,26.0,28,13,8,3100.0,8955.21,38.0,198,0.1414141414141414
2020-01-01,27.0,28,20,9,3300.0,16412.89,68.0,198,0.1414141414141414
2020-01-01,28.0,28,17,9,3300.0,8144.42,40.0,198,0.1414141414141414
2020-01-01,29.0,31,15,8,2800.0,11529.79,53.0,198,0.15656565656565657
2020-01-01,30.0,32,19,10,3200.0,15301.5,65.0,198,0.16161616161616163
2020-01-01,31.0,30,15,8,2500.0,8405.04,35.0,198,0.15151515151515152
2020-01-01,32.0,25,14,7,2300.0,9352.22,33.0,198,0.12626262626262627
2020-01-01,33.0,22,15,6,2100.0,10664.79,46.0,198,0.1111111111111111
2020-01-01,34.0,23,14,8,2800.0,11117.119999999999,51.0,198,0.11616161616161616
2020-01-01,35.0,21,13,8,2800.0,7722.71,30.0,198,0.10606060606060606
2020-01-01,36.0,21,9,7,2300.0,7403.45,35.0,198,0.10606060606060606
2020-02-01,0.0,147,51,7,3100.0,42427.82,156.0,147,1.0
2020-02-01,1.0,116,47,20,7200.0,40141.45,165.0,147,0.7891156462585034
2020-02-01,2.0,90,49,20,6600.0,45568.87,194.0,147,0.6122448979591837
2020-02-01,3.0,73,39,23,7200.0,35435.12,153.0,147,0.4965986394557823
2020-02-01,4.0,61,37,21,6000.0,21442.16,74.0,147,0.41496598639455784
2020-02-01,5.0,49,28,15,4200.0,27477.99,99.0,147,0.3333333333333333
2020-02-01,6.0,39,31,17,4900.0,22441.5,83.0,147,0.2653061224489796
2020-02-01,7.0,30,28,15,4500.0,14739.05,59.0,147,0.20408163265306123
2020-02-01,8.0,31,21,14,3700.0,5829.58,29.0,147,0.2108843537414966
2020-02-01,9.0,24,22,13,3500.0,7971.9,39.0,147,0.16326530612244897
2020-02-01,10.0,20,18,11,3300.0,12312.4,54.0,147,0.1360544217687075
2020-02-01,11.0,27,15,13,3700.0,14228.61,69.0,147,0.1836734693877551
2020-02-01,12.0,25,19,13,3200.0,12817.74,52.0,147,0.17006802721088435
2020-02-01,13.0,21,16,11,2500.0,5452.27,24.0,147,0.14285714285714285
2020-02-01,14.0,20,9,7,1700.0,8454.58,36.0,147,0.1360544217687075
2020-02-01,15.0,20,13,8,2200.0,10067.48,33.0,147,0.1360544217687075
2020-02-01,16.0,23,12,7,2000.0,13538.59,65.0,147,0.1564625850340136
2020-02-01,17.0,20,12,8,2200.0,4799.83,23.0,147,0.1360544217687075
2020-02-01,18.0,25,12,10,2600.0,9567.81,42.0,147,0.17006802721088435
2020-02-01,19.0,25,18,11,3400.0,16452.97,73.0,147,0.17006802721088435
2020-02-01,20.0,21,20,10,3200.0,13088.650000000001,57.0,147,0.14285714285714285
2020-02-01,21.0,22,15,9,2700.0,3949.0,15.0,147,0.14965986394557823
2020-02-01,22.0,30,17,6,1800.0,14631.47,49.0,147,0.20408163265306123
2020-02-01,23.0,26,17,11,3400.0,18125.25,76.0,147,0.17687074829931973
2020-02-01,24.0,19,15,9,3000.0,10570.49,35.0,147,0.1292517006802721
2020-02-01,25.0,15,11,6,2100.0,6975.69,24.0,147,0.10204081632653061
2020-02-01,26.0,19,12,6,2100.0,6710.32,29.0,147,0.1292517006802721
2020-02-01,27.0,19,14,4,1400.0,8847.34,31.0,147,0.1292517006802721
2020-02-01,28.0,16,9,4,1700.0,5395.7,17.0,147,0.10884353741496598
2020-02-01,29.0,16,9,4,1700.0,1922.3,14.0,147,0.10884353741496598
2020-02-01,30.0,17,11,4,1700.0,5533.5,24.0,147,0.11564625850340136
2020-02-01,31.0,14,7,3,1200.0,4595.9,20.0,147,0.09523809523809523
2020-02-01,32.0,15,10,3,900.0,3862.37,17.0,147,0.10204081632653061
2020-02-01,33.0,13,7,4,1100.0,5573.53,12.0,147,0.08843537414965986
2020-02-01,34.0,13,7,3,900.0,6940.65,18.0,147,0.08843537414965986
2020-02-01,35.0,15,7,3,900.0,4986.35,20.0,147,0.10204081632653061
2020-03-01,0.0,207,69,13,3500.0,55435.95,233.0,207,1.0
2020-03-01,1.0,156,72,20,5800.0,51929.07,210.0,207,0.7536231884057971
2020-03-01,2.0,108,55,22,7100.0,48520.86,205.0,207,0.5217391304347826
2020-03-01,3.0,90,44,22,7600.0,25880.66,109.0,207,0.43478260869565216
2020-03-01,4.0,78,40,20,7200.0,35168.82,130.0,207,0.37681159420289856
2020-03-01,5.0,59,28,18,6300.0,23638.94,75.0,207,0.28502415458937197
2020-03-01,6.0,54,37,15,5100.0,27366.03,124.0,207,0.2608695652173913
2020-03-01,7.0,41,31,13,4700.0,20808.95,74.0,207,0.19806763285024154
2020-03-01,8.0,34,23,12,4400.0,10453.72,41.0,207,0.1642512077294686
2020-03-01,9.0,33,20,12,4400.0,13146.22,50.0,207,0.15942028985507245
2020-03-01,10.0,30,20,12,4400.0,10198.29,46.0,207,0.14492753623188406
2020-03-01,11.0,27,16,11,3600.0,10305.21,45.0,207,0.13043478260869565
2020-03-01,12.0,29,16,10,3200.0,4341.7,21.0,207,0.14009661835748793
2020-03-01,13.0,25,17,10,3200.0,12157.6,51.0,207,0.12077294685990338
2020-03-01,14.0,24,17,11,3400.0,10422.47,44.0,207,0.11594202898550725
2020-03-01,15.0,22,12,8,2500.0,5631.110000000001,32.0,207,0.10628019323671498
2020-03-01,16.0,22,14,7,2000.0,8259.08,35.0,207,0.10628019323671498
2020-03-01,17.0,24,12,6,2100.0,12104.22,46.0,207,0.11594202898550725
2020-03-01,18.0,26,13,6,2100.0,10525.07,47.0,207,0.12560386473429952
2020-03-01,19.0,22,13,6,2100.0,7588.79,26.0,207,0.10628019323671498
2020-03-01,20.0,20,12,7,2300.0,6835.3099999999995,31.0,207,0.0966183574879227
2020-03-01,21.0,15,10,3,600.0,6289.43,23.0,207,0.07246376811594203
2020-03-01,22.0,16,12,3,600.0,7792.01,28.0,207,0.07729468599033816
2020-03-01,23.0,16,10,4,1100.0,8871.3,31.0,207,0.07729468599033816
2020-03-01,24.0,22,9,5,1300.0,11247.61,44.0,207,0.10628019323671498
2020-03-01,25.0,21,10,5,1300.0,9666.199999999999,40.0,207,0.10144927536231885
2020-03-01,26.0,23,8,4,1100.0,3116.83,14.0,207,0.1111111111111111
2020-03-01,27.0,32,19,6,2100.0,15077.64,58.0,207,0.15458937198067632
2020-03-01,28.0,27,11,6,2100.0,11935.02,46.0,207,0.13043478260869565
2020-03-01,29.0,31,12,8,2500.0,11481.17,47.0,207,0.1497584541062802
2020-03-01,30.0,30,18,6,1800.0,11422.25,43.0,207,0.14492753623188406
2020-03-01,31.0,30,14,7,2500.0,14864.66,61.0,207,0.14492753623188406
2020-03-01,32.0,29,14,8,2700.0,11745.62,50.0,207,0.14009661835748793
2020-03-01,33.0,26,15,7,2600.0,11402.4,51.0,207,0.12560386473429952
2020-03-01,34.0,20,11,8,2800.0,9892.31,38.0,207,0.0966183574879227
2020-04-01,0.0,225,82,18,5400.0,71685.83,280.0,225,1.0
2020-04-01,1.0,163,66,22,6800.0,63284.95,257.0,225,0.7244444444444444
2020-04-01,2.0,130,67,23,7000.0,58042.59,232.0,225,0.5777777777777777
2020-04-01,3.0,106,62,27,9000.0,40023.82,169.0,225,0.4711111111111111
2020-04-01,4.0,75,41,23,7800.0,31186.38,128.0,225,0.3333333333333333
2020-04-01,5.0,64,40,25,7700.0,37541.37,147.0,225,0.28444444444444444
2020-04-01,6.0,62,37,22,6800.0,27172.19,115.0,225,0.27555555555555555
2020-04-01,7.0,45,25,15,4800.0,18888.34,70.0,225,0.2
2020-04-01,8.0,36,18,11,4000.0,11441.7,53.0,225,0.16
2020-04-01,9.0,31,20,12,4200.0,15327.5,58.0,225,0.13777777777777778
2020-04-01,10.0,32,15,11,3400.0,8956.83,36.0,225,0.14222222222222222
2020-04-01,11.0,29,20,11,3400.0,6947.0599999999995,33.0,225,0.1288888888888889
2020-04-01,12.0,26,20,9,2700.0,10610.0,34.0,225,0.11555555555555555
2020-04-01,13.0,28,17,5,1600.0,13493.77,53.0,225,0.12444444444444444
2020-04-01,14.0,33,18,7,2300.0,19416.65,62.0,225,0.14666666666666667
2020-04-01,15.0,35,16,7,2000.0,15473.74,64.0,225,0.15555555555555556
2020-04-01,16.0,28,17,6,1500.0,12692.74,52.0,225,0.12444444444444444
2020-04-01,17.0,30,13,5,1500.0,13062.57,56.0,225,0.13333333333333333
2020-04-01,18.0,25,12,4,800.0,12326.7,38.0,225,0.1111111111111111
2020-04-01,19.0,25,8,5,1000.0,3473.0299999999997,17.0,225,0.1111111111111111
2020-04-01,20.0,29,13,5,1000.0,11415.04,44.0,225,0.1288888888888889
2020-04-01,21.0,26,7,3,600.0,2918.0,10.0,225,0.11555555555555555
2020-04-01,22.0,23,14,5,1300.0,10771.59,44.0,225,0.10222222222222223
2020-04-01,23.0,18,11,4,1100.0,5102.0,19.0,225,0.08
2020-04-01,24.0,28,13,3,600.0,9947.19,37.0,225,0.12444444444444444
2020-04-01,25.0,33,8,3,600.0,6318.389999999999,25.0,225,0.14666666666666667
2020-04-01,26.0,30,12,3,600.0,10903.8,36.0,225,0.13333333333333333
2020-04-01,27.0,35,9,3,600.0,4689.3,24.0,225,0.15555555555555556
2020-04-01,28.0,38,20,5,1300.0,23449.62,85.0,225,0.1688888888888889
2020-04-01,29.0,36,19,8,2200.0,15427.41,68.0,225,0.16
2020-04-01,30.0,41,21,9,2700.0,19221.47,71.0,225,0.18222222222222223
2020-04-01,31.0,34,17,7,2300.0,11179.710000000001,52.0,225,0.1511111111111111
2020-04-01,32.0,34,17,8,2200.0,14245.5,56.0,225,0.1511111111111111
2020-04-01,33.0,31,16,8,2500.0,13299.869999999999,58.0,225,0.13777777777777778
2020-05-01,0.0,164,53,5,1000.0,43296.38,160.0,164,1.0
2020-05-01,1.0,132,44,9,3200.0,37413.29,149.0,164,0.8048780487804879
2020-05-01,2.0,105,33,9,3200.0,24672.88,94.0,164,0.6402439024390244
2020-05-01,3.0,83,37,13,4600.0,31374.55,132.0,164,0.5060975609756098
2020-05-01,4.0,60,28,11,4500.0,15344.26,69.0,164,0.36585365853658536
2020-05-01,5.0,43,22,6,2600.0,15876.79,66.0,164,0.2621951219512195
2020-05-01,6.0,36,19,7,2800.0,14741.44,56.0,164,0.21951219512195122
2020-05-01,7.0,40,16,7,2300.0,15066.98,58.0,164,0.24390243902439024
2020-05-01,8.0,41,28,8,2800.0,18889.26,79.0,164,0.25
2020-05-01,9.0,28,16,8,2800.0,9092.119999999999,38.0,164,0.17073170731707318
2020-05-01,10.0,27,21,6,1500.0,13964.94,58.0,164,0.16463414634146342
2020-05-01,11.0,26,13,5,1800.0,10735.77,45.0,164,0.15853658536585366
